"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [M]","1A: O2 slope neg. [pmol/(s*mL)]","1B: O2 concentration [M]","1B: O2 slope neg. [pmol/(s*mL)]","1: Block temp. [°C]","1: Peltier power [%]"
61.03,"","","",198.0385,6.9829,100.3737,50.7698,36.9980,13.1500
61.07,"","","",198.0720,6.9829,100.2788,50.8638,36.9980,13.1450
61.10,"","","",198.0140,7.0736,100.1735,50.8638,37.0000,13.1690
61.13,"","","",197.9587,7.0736,100.0682,50.8638,37.0000,13.1760
61.17,"","","",197.9813,7.0736,99.9544,50.8638,36.9990,13.2040
61.20,"","","",197.9813,6.9829,99.8519,50.8638,36.9990,13.2340
61.23,"","","",197.9587,6.9829,99.7683,50.8638,37.0010,13.1940
61.27,"","","",197.9623,6.9829,99.6545,50.8638,37.0010,13.1800
61.30,"","","",197.9578,6.9829,99.5652,50.8638,37.0010,13.1590
61.33,"","","",197.9351,7.0736,99.4759,50.7698,37.0010,13.1320
61.37,"","","",197.9242,7.0736,99.3612,50.7698,37.0000,13.1120
61.40,"","","",197.8888,7.1643,99.2455,50.7698,37.0020,13.0690
61.43,"","","",197.8689,7.1643,99.1449,50.8638,36.9990,13.1220
61.47,"","","",197.8444,7.2550,99.0321,50.8638,36.9980,13.1460
61.50,"","","",197.8317,7.2550,98.9136,51.0518,36.9980,13.1640
61.53,"","","",197.8208,7.1643,98.7980,51.1459,36.9980,13.2090
61.57,"","","",197.7891,7.1643,98.7068,51.2399,37.0000,13.2150
61.60,"","","",197.7764,7.1643,98.6222,51.3339,37.0000,13.1840
61.63,"","","",197.7846,7.1643,98.5301,51.3339,37.0000,13.1710
61.67,"","","",197.7764,7.0736,98.4238,51.4279,37.0010,13.1400
61.70,"","","",197.7184,7.1643,98.3354,51.3339,37.0000,13.1470
61.73,"","","",197.7111,7.3457,98.2283,51.3339,37.0000,13.1200
61.77,"","","",197.6948,7.3457,98.1295,51.3339,37.0000,13.1370
61.80,"","","",197.7020,7.3457,98.0487,51.3339,36.9990,13.1560
61.83,"","","",197.6957,7.3457,97.9547,51.3339,36.9990,13.1740
61.87,"","","",197.6685,7.3457,97.8400,51.2399,36.9990,13.2010
61.90,"","","",197.6521,7.3457,97.7394,51.2399,37.0010,13.1610
61.93,"","","",197.6639,7.3457,97.6303,51.2399,37.0000,13.1550
61.97,"","","",197.6667,7.3457,97.5278,51.2399,37.0000,13.1870
62.00,"","","",197.6567,7.3457,97.3981,51.2399,37.0010,13.1540
62.03,"","","",197.6313,7.3457,97.3163,51.2399,37.0010,13.1250
62.07,"","","",197.6268,7.3457,97.2317,51.0518,37.0020,13.0750
62.10,"","","",197.6277,7.2550,97.1245,51.0518,37.0010,13.0630
62.13,"","","",197.6068,7.1643,97.0267,50.9578,37.0000,13.0580
62.17,"","","",197.5832,7.0736,96.9195,50.9578,37.0000,13.0620
62.20,"","","",197.5678,7.0736,96.8311,50.9578,36.9990,13.1140
62.23,"","","",197.5433,6.9829,96.7409,50.8638,36.9980,13.1420
62.27,"","","",197.5306,6.8922,96.6375,50.7698,37.0010,13.1060
62.30,"","","",197.4980,6.8922,96.5209,50.6758,37.0000,13.1090
62.33,"","","",197.4708,6.9829,96.4212,50.5818,37.0000,13.1150
62.37,"","","",197.4835,6.9829,96.3150,50.5818,37.0010,13.0790
62.40,"","","",197.4699,6.8922,96.2181,50.4877,37.0000,13.0760
62.43,"","","",197.4545,6.8922,96.1326,50.4877,37.0000,13.0670
62.47,"","","",197.4436,6.8922,96.0414,50.3937,37.0000,13.0420
62.50,"","","",197.4100,6.9829,95.9493,50.2997,37.0010,12.9900
62.53,"","","",197.4000,6.9829,95.8411,50.2057,37.0000,13.0220
62.57,"","","",197.4164,6.8922,95.7584,50.1117,36.9980,13.0700
62.60,"","","",197.4000,6.8016,95.6569,50.0176,36.9990,13.0960
62.63,"","","",197.3502,6.8016,95.5412,50.0176,36.9980,13.1240
62.67,"","","",197.3266,6.8016,95.4594,49.8296,36.9980,13.1430
62.70,"","","",197.3257,6.8016,95.3438,49.7356,36.9980,13.1630
62.73,"","","",197.3094,6.8016,95.2545,49.7356,36.9990,13.1850
62.77,"","","",197.3039,6.8016,95.1539,49.6416,36.9990,13.2020
62.80,"","","",197.3084,6.8016,95.0316,49.6416,37.0000,13.2090
62.83,"","","",197.3094,6.8016,94.9019,49.7356,37.0010,13.1670
62.87,"","","",197.2722,6.8016,94.8220,49.8296,37.0000,13.1750
62.90,"","","",197.2713,6.8016,94.7355,49.8296,36.9990,13.2110
62.93,"","","",197.2558,6.8016,94.6509,49.8296,37.0000,13.2010
62.97,"","","",197.2295,6.8016,94.5409,49.8296,37.0010,13.1770
63.00,"","","",197.2114,6.8016,94.4497,49.8296,37.0010,13.1540
63.03,"","","",197.2123,6.8922,94.3603,49.8296,36.9990,13.1960
63.07,"","","",197.2386,6.8016,94.2597,49.7356,37.0000,13.1810
63.10,"","","",197.2150,6.8016,94.1479,49.7356,37.0000,13.1610
63.13,"","","",197.1697,6.8922,94.0886,49.6416,37.0000,13.1820
63.17,"","","",197.1370,6.8922,93.9702,49.5476,37.0000,13.2010
63.20,"","","",197.1144,6.9829,93.8592,49.5476,37.0010,13.1680
63.23,"","","",197.0808,7.1643,93.7502,49.4535,37.0000,13.1630
63.27,"","","",197.0736,7.2550,93.6298,49.5476,37.0000,13.1500
63.30,"","","",197.0717,7.2550,93.5462,49.5476,37.0000,13.1580
63.33,"","","",197.0346,7.2550,93.4427,49.6416,37.0000,13.1800
63.37,"","","",197.0164,7.3457,93.3581,49.6416,37.0000,13.1530
63.40,"","","",197.0137,7.3457,93.2603,49.6416,37.0000,13.1850
63.43,"","","",196.9892,7.3457,93.1729,49.5476,37.0000,13.1690
63.47,"","","",196.9611,7.4364,93.0836,49.5476,37.0010,13.1440
63.50,"","","",196.9511,7.4364,92.9651,49.5476,37.0020,13.1010
63.53,"","","",196.9702,7.4364,92.8561,49.5476,37.0010,13.0850
63.57,"","","",196.9484,7.4364,92.7968,49.4535,37.0000,13.0690
63.60,"","","",196.9384,7.4364,92.7188,49.3595,36.9990,13.0940
63.63,"","","",196.9475,7.4364,92.5966,49.3595,36.9990,13.1100
63.67,"","","",196.9339,7.4364,92.4913,49.3595,37.0000,13.1290
63.70,"","","",196.8940,7.4364,92.3719,49.3595,37.0020,13.0650
63.73,"","","",196.8813,7.4364,92.2703,49.4535,37.0010,13.0570
63.77,"","","",196.8931,7.4364,92.1782,49.4535,37.0010,13.0290
63.80,"","","",196.8532,7.4364,92.1039,49.3595,37.0010,13.0110
63.83,"","","",196.8024,7.5270,92.0014,49.2655,37.0000,13.0010
63.87,"","","",196.7879,7.6177,91.9055,49.2655,37.0000,13.0230
63.90,"","","",196.8088,7.6177,91.8049,49.1715,36.9990,13.0670
63.93,"","","",196.8224,7.5270,91.7081,49.0775,36.9980,13.1030
63.97,"","","",196.8097,7.4364,91.6047,49.0775,36.9990,13.1100
64.00,"","","",196.7997,7.4364,91.5201,48.9834,37.0000,13.1200
64.03,"","","",196.7707,7.4364,91.4213,48.9834,36.9990,13.1440
64.07,"","","",196.7063,7.5270,91.3057,48.8894,37.0000,13.1700
64.10,"","","",196.6791,7.6177,91.2070,48.8894,37.0000,13.1810
64.13,"","","",196.6890,7.7084,91.1148,48.8894,37.0000,13.1940
64.17,"","","",196.6918,7.6177,91.0114,48.9834,37.0010,13.1550
64.20,"","","",196.7135,7.5270,90.9381,48.9834,37.0030,13.1070
64.23,"","","",196.7444,7.3457,90.8394,48.8894,37.0010,13.0950
64.27,"","","",196.6963,7.2550,90.7444,48.8894,37.0010,13.0860
64.30,"","","",196.6446,7.1643,90.6485,48.8894,37.0000,13.0920
64.33,"","","",196.6201,7.1643,90.5376,48.7954,36.9990,13.1060
64.37,"","","",196.6056,7.1643,90.4642,48.7014,37.0010,13.0740
64.40,"","","",196.5757,7.0736,90.3439,48.7014,37.0010,13.0500
64.43,"","","",196.5557,6.9829,90.2489,48.7014,37.0000,13.0340
64.47,"","","",196.5748,6.9829,90.1653,48.6074,36.9970,13.0980
64.50,"","","",196.5539,6.8922,90.0684,48.5134,36.9980,13.1150
64.53,"","","",196.5313,6.8922,89.9753,48.5134,36.9980,13.1510
64.57,"","","",196.5086,6.9829,89.8813,48.4193,36.9990,13.1640
64.60,"","","",196.5122,6.9829,89.7732,48.4193,36.9990,13.1920
64.63,"","","",196.4814,6.9829,89.6707,48.5134,37.0000,13.2050
64.67,"","","",196.4768,7.0736,89.5861,48.5134,37.0010,13.1600
64.70,"","","",196.4750,7.0736,89.5015,48.4193,37.0010,13.1280
64.73,"","","",196.4614,7.0736,89.4084,48.4193,37.0030,13.0690
64.77,"","","",196.4542,7.0736,89.3135,48.3253,37.0020,13.0550
64.80,"","","",196.4433,7.0736,89.2260,48.2313,36.9990,13.0900
64.83,"","","",196.4197,7.1643,89.1254,48.2313,36.9990,13.1240
64.87,"","","",196.3943,7.1643,89.0464,48.1373,37.0000,13.1380
64.90,"","","",196.3843,7.1643,88.9731,48.0433,37.0010,13.1040
64.93,"","","",196.3934,7.1643,88.8537,47.8552,37.0010,13.0800
64.97,"","","",196.4061,6.9829,88.7804,47.7612,37.0010,13.0470
65.00,"","","",196.4043,6.8922,88.6751,47.5732,37.0010,13.0120
65.03,"","","",196.3716,6.8016,88.5538,47.5732,36.9990,13.0670
65.07,"","","",196.3644,6.7109,88.4551,47.5732,36.9980,13.0760
65.10,"","","",196.3163,6.7109,88.3658,47.5732,36.9980,13.1080
65.13,"","","",196.2964,6.7109,88.2764,47.5732,37.0000,13.1140
65.17,"","","",196.2864,6.7109,88.1815,47.4792,37.0000,13.1170
65.20,"","","",196.2800,6.8016,88.0987,47.3851,36.9990,13.1300
65.23,"","","",196.2837,6.8016,88.0141,47.3851,37.0010,13.0980
65.27,"","","",196.2791,6.7109,87.9116,47.2911,37.0010,13.0730
65.30,"","","",196.2782,6.5295,87.8026,47.2911,37.0000,13.0750
65.33,"","","",196.2284,6.4388,87.7057,47.1971,36.9990,13.1220
65.37,"","","",196.2102,6.4388,87.5910,47.1971,36.9990,13.1420
65.40,"","","",196.2057,6.5295,87.4848,47.2911,37.0000,13.1610
65.43,"","","",196.2021,6.5295,87.4096,47.2911,36.9990,13.1950
65.47,"","","",196.1903,6.5295,87.3259,47.2911,37.0010,13.1670
65.50,"","","",196.1785,6.5295,87.2310,47.3851,37.0010,13.1430
65.53,"","","",196.1359,6.5295,87.1294,47.3851,37.0020,13.1040
65.57,"","","",196.0969,6.4388,87.0523,47.2911,37.0020,13.0800
65.60,"","","",196.0370,6.5295,86.9329,47.2911,37.0010,13.0680
65.63,"","","",196.0171,6.7109,86.8182,47.3851,37.0010,13.0580
65.67,"","","",195.9908,6.8922,86.7054,47.4792,37.0000,13.0530
65.70,"","","",195.9917,6.9829,86.6255,47.5732,37.0000,13.0770
65.73,"","","",196.0189,7.0736,86.5390,47.5732,36.9990,13.1130
65.77,"","","",196.0379,7.1643,86.4826,47.5732,36.9990,13.1510
65.80,"","","",196.0406,7.1643,86.3961,47.5732,36.9990,13.1620
65.83,"","","",195.9998,7.1643,86.2823,47.5732,37.0000,13.1550
65.87,"","","",195.9935,7.1643,86.1751,47.5732,36.9990,13.2010
65.90,"","","",195.9917,7.1643,86.0642,47.6672,37.0010,13.1600
65.93,"","","",195.9753,7.1643,85.9918,47.6672,37.0000,13.1450
65.97,"","","",195.9336,7.2550,85.9119,47.6672,37.0010,13.1490
66.00,"","","",195.9191,7.3457,85.8132,47.6672,37.0010,13.1170
66.03,"","","",195.9119,7.4364,85.7285,47.6672,36.9990,13.1550
66.07,"","","",195.9155,7.4364,85.6458,47.6672,36.9960,13.1940
66.10,"","","",195.8973,7.4364,85.5480,47.5732,36.9980,13.1920
66.13,"","","",195.8647,7.4364,85.4691,47.4792,36.9990,13.2060
66.17,"","","",195.8321,7.5270,85.3675,47.4792,36.9990,13.2320
66.20,"","","",195.8493,7.5270,85.2632,47.3851,37.0010,13.1960
66.23,"","","",195.8502,7.5270,85.1607,47.2911,37.0010,13.1950
66.27,"","","",195.8393,7.5270,85.0817,47.1971,37.0000,13.1800
66.30,"","","",195.8348,7.3457,84.9792,47.1031,36.9990,13.1970
66.33,"","","",195.8602,7.1643,84.8720,47.1031,36.9980,13.2160
66.37,"","","",195.8185,7.0736,84.7818,47.1031,36.9990,13.2300
66.40,"","","",195.7522,6.9829,84.7075,47.0091,37.0000,13.2380
66.43,"","","",195.7096,7.0736,84.5834,47.0091,37.0020,13.1890
66.47,"","","",195.6616,7.2550,84.4960,47.0091,37.0040,13.1330
66.50,"","","",195.6507,7.3457,84.4132,47.0091,37.0040,13.1150
66.53,"","","",195.6607,7.4364,84.3418,46.8210,37.0030,13.0920
66.57,"","","",195.6842,7.3457,84.2506,46.7270,37.0030,13.0670
66.60,"","","",195.7214,7.2550,84.1481,46.6330,37.0030,13.0480
66.63,"","","",195.7114,6.9829,84.0560,46.5390,37.0010,13.0350
66.67,"","","",195.6534,6.9829,83.9685,46.5390,37.0000,13.0310
66.70,"","","",195.5999,6.9829,83.8764,46.4450,37.0000,12.9930
66.73,"","","",195.6044,6.9829,83.7730,46.4450,36.9990,13.0300
66.77,"","","",195.5990,6.8922,83.6968,46.4450,36.9990,13.0530
66.80,"","","",195.5691,6.8922,83.6000,46.3509,36.9990,13.0770
66.83,"","","",195.5827,6.8016,83.4881,46.3509,36.9980,13.1120
66.87,"","","",195.5836,6.7109,83.3856,46.3509,36.9980,13.1430
66.90,"","","",195.5745,6.6202,83.3001,46.2569,36.9980,13.1740
66.93,"","","",195.5654,6.7109,83.2070,46.2569,37.0000,13.1620
66.97,"","","",195.5663,6.7109,83.1308,46.3509,37.0000,13.1550
67.00,"","","",195.5527,6.8016,83.0481,46.3509,37.0010,13.1360
67.03,"","","",195.5110,6.8922,82.9635,46.3509,37.0000,13.1250
67.07,"","","",195.5056,6.8922,82.8666,46.3509,37.0000,13.1350
67.10,"","","",195.5137,6.8016,82.7698,46.3509,37.0010,13.1030
67.13,"","","",195.5065,6.7109,82.6739,46.2569,37.0010,13.0860
67.17,"","","",195.4729,6.7109,82.5865,46.2569,37.0000,13.1050
67.20,"","","",195.4620,6.6202,82.4981,46.1629,37.0000,13.0930
67.23,"","","",195.4929,6.4388,82.4191,46.1629,37.0010,13.0600
67.27,"","","",195.4339,6.3481,82.3411,46.1629,37.0010,13.0420
67.30,"","","",195.3949,6.4388,82.2424,46.0689,37.0010,13.0170
67.33,"","","",195.3541,6.5295,82.1295,46.0689,36.9980,13.0670
67.37,"","","",195.3559,6.5295,82.0374,46.0689,36.9990,13.0580
67.40,"","","",195.3260,6.6202,81.9537,45.9749,37.0000,13.0710
67.43,"","","",195.2988,6.7109,81.8719,45.8808,36.9990,13.1140
67.47,"","","",195.2988,6.7109,81.7779,45.7868,37.0000,13.1300
67.50,"","","",195.2816,6.8922,81.6952,45.6928,36.9990,13.1350
67.53,"","","",195.2961,6.8922,81.5993,45.6928,36.9990,13.1660
67.57,"","","",195.2907,6.8016,81.5053,45.5988,37.0000,13.1830
67.60,"","","",195.2834,6.8016,81.4037,45.5988,37.0000,13.1930
67.63,"","","",195.2925,6.7109,81.3125,45.5988,36.9990,13.2190
67.67,"","","",195.2662,6.5295,81.2119,45.5988,37.0010,13.1680
67.70,"","","",195.2009,6.5295,81.1198,45.5988,37.0010,13.1490
67.73,"","","",195.1782,6.5295,81.0605,45.5048,37.0010,13.1290
67.77,"","","",195.1818,6.7109,80.9816,45.5048,37.0010,13.1030
67.80,"","","",195.1764,6.8922,80.8819,45.5048,36.9990,13.1450
67.83,"","","",195.1873,6.9829,80.7945,45.5048,36.9990,13.1720
67.87,"","","",195.1827,7.0736,80.7042,45.4108,37.0010,13.1370
67.90,"","","",195.1718,6.9829,80.6074,45.3167,37.0020,13.1020
67.93,"","","",195.1428,6.9829,80.5228,45.3167,37.0020,13.0820
67.97,"","","",195.1002,6.8922,80.4259,45.2227,37.0020,13.0420
68.00,"","","",195.0694,6.9829,80.3451,45.2227,37.0020,13.0240
68.03,"","","",195.0793,7.0736,80.2482,45.1287,37.0010,13.0150
68.07,"","","",195.1047,7.1643,80.1599,45.1287,36.9990,13.0520
68.10,"","","",195.1011,7.0736,80.0771,45.0347,37.0000,13.0800
68.13,"","","",195.0286,7.2550,79.9690,45.0347,36.9980,13.1190
68.17,"","","",195.0086,7.2550,79.8853,45.0347,36.9990,13.1390
68.20,"","","",194.9977,7.3457,79.7960,45.0347,37.0000,13.1380
68.23,"","","",194.9742,7.4364,79.7104,45.0347,37.0010,13.1090
68.27,"","","",194.9587,7.4364,79.6164,45.0347,36.9990,13.1410
68.30,"","","",194.9850,7.3457,79.5196,45.1287,37.0010,13.1130
68.33,"","","",194.9887,7.2550,79.4322,45.1287,36.9990,13.1420
68.37,"","","",194.9605,7.2550,79.3334,45.0347,36.9990,13.1670
68.40,"","","",194.9624,7.1643,79.2526,45.0347,37.0000,13.1470
68.43,"","","",194.9488,7.0736,79.1604,45.0347,37.0000,13.1440
68.47,"","","",194.9089,6.9829,79.0589,45.1287,37.0000,13.1680
68.50,"","","",194.8980,6.9829,78.9780,45.1287,37.0010,13.1270
68.53,"","","",194.8862,6.8922,78.8897,45.1287,37.0010,13.1040
68.57,"","","",194.9043,6.7109,78.8060,45.1287,37.0010,13.0560
68.60,"","","",194.9188,6.5295,78.7280,45.0347,37.0020,13.0090
68.63,"","","",194.8771,6.4388,78.6302,45.0347,37.0010,13.0140
68.67,"","","",194.8472,6.4388,78.5286,45.0347,36.9990,13.0440
68.70,"","","",194.8263,6.4388,78.4431,45.0347,37.0000,13.0190
68.73,"","","",194.8563,6.4388,78.3594,45.0347,37.0000,13.0530
68.77,"","","",194.8372,6.4388,78.2889,44.9407,37.0000,13.0220
68.80,"","","",194.7783,6.4388,78.1883,44.9407,37.0010,13.0050
68.83,"","","",194.7293,6.6202,78.0943,44.9407,37.0000,12.9950
68.87,"","","",194.7438,6.6202,78.0125,44.8466,36.9990,13.0510
68.90,"","","",194.7438,6.6202,77.9203,44.8466,37.0000,13.0460
68.93,"","","",194.7592,6.5295,77.8442,44.8466,37.0010,13.0290
68.97,"","","",194.7320,6.4388,77.7379,44.8466,37.0020,13.0020
69.00,"","","",194.6976,6.4388,77.6514,44.8466,37.0010,13.0060
69.03,"","","",194.6930,6.4388,77.5697,44.8466,37.0000,13.0080
69.07,"","","",194.6794,6.5295,77.4803,44.8466,36.9990,13.0530
69.10,"","","",194.6722,6.5295,77.3732,44.8466,36.9980,13.0860
69.13,"","","",194.6577,6.5295,77.2716,44.8466,36.9990,13.1060
69.17,"","","",194.6459,6.5295,77.1842,44.8466,37.0000,13.1210
69.20,"","","",194.6323,6.5295,77.1146,44.7526,36.9990,13.1500
69.23,"","","",194.6032,6.4388,77.0328,44.7526,37.0010,13.1230
69.27,"","","",194.6241,6.4388,76.9388,44.7526,37.0010,13.0920
69.30,"","","",194.6268,6.3481,76.8401,44.7526,37.0010,13.0790
69.33,"","","",194.6223,6.3481,76.7329,44.7526,37.0010,13.0310
69.37,"","","",194.6304,6.2574,76.6455,44.7526,37.0020,12.9980
69.40,"","","",194.6114,6.1667,76.5890,44.6586,37.0010,13.0010
69.43,"","","",194.5452,6.0761,76.5016,44.6586,36.9990,13.0300
69.47,"","","",194.4989,6.1667,76.4113,44.6586,37.0020,12.9780
69.50,"","","",194.4953,6.2574,76.3183,44.5646,37.0010,12.9800
69.53,"","","",194.4799,6.3481,76.2384,44.5646,37.0000,12.9920
69.57,"","","",194.4409,6.5295,76.1622,44.4706,37.0000,13.0230
69.60,"","","",194.4237,6.7109,76.0672,44.3766,37.0000,13.0150
69.63,"","","",194.4255,6.8016,75.9535,44.3766,37.0000,13.0170
69.67,"","","",194.4391,6.8016,75.8895,44.3766,37.0000,12.9930
69.70,"","","",194.3883,6.8922,75.7908,44.3766,36.9980,13.0410
69.73,"","","",194.3584,6.9829,75.7194,44.2825,37.0010,12.9980
69.77,"","","",194.3702,7.0736,75.6282,44.2825,37.0000,13.0140
69.80,"","","",194.3638,7.1643,75.5342,44.2825,37.0010,12.9800
69.83,"","","",194.3611,7.1643,75.4495,44.2825,36.9990,13.0190
69.87,"","","",194.3684,7.1643,75.3452,44.2825,36.9980,13.0660
69.90,"","","",194.3638,7.0736,75.2606,44.2825,37.0000,13.0600
69.93,"","","",194.3502,6.9829,75.1844,44.1885,37.0000,13.0670
69.97,"","","",194.3502,6.8922,75.1064,44.1885,37.0000,13.0690
70.00,"","","",194.3557,6.8016,74.9992,44.1885,37.0010,13.0260
70.03,"","","",194.3466,6.7109,74.8986,44.1885,37.0000,13.0420
70.07,"","","",194.3094,6.6202,74.8224,44.1885,37.0000,13.0420
70.10,"","","",194.2523,6.5295,74.7500,44.0945,37.0000,13.0240
70.13,"","","",194.2160,6.6202,74.6720,44.0945,37.0000,13.0290
70.17,"","","",194.1933,6.8016,74.5780,44.0005,37.0000,13.0170
70.20,"","","",194.1988,6.8922,74.4774,44.0005,37.0000,13.0370
70.23,"","","",194.2224,6.8922,74.3843,44.0005,37.0000,13.0360
70.27,"","","",194.1961,6.8922,74.3035,43.9065,37.0020,13.0020
70.30,"","","",194.1688,6.8922,74.2273,43.8124,37.0020,12.9660
70.33,"","","",194.1480,6.9829,74.1371,43.8124,37.0030,12.9460
70.37,"","","",194.1444,6.9829,74.0449,43.8124,37.0020,12.9370
70.40,"","","",194.1435,6.9829,73.9509,43.7184,37.0010,12.9020
70.43,"","","",194.1362,6.9829,73.8738,43.7184,37.0010,12.8900
70.47,"","","",194.1362,6.9829,73.8155,43.7184,37.0000,12.8980
70.50,"","","",194.1135,6.8922,73.7196,43.6244,36.9990,12.9320
70.53,"","","",194.0827,6.8922,73.6322,43.6244,36.9980,12.9700
70.57,"","","",194.0355,6.9829,73.5523,43.5304,36.9980,12.9970
70.60,"","","",194.0274,7.0736,73.4451,43.5304,36.9990,12.9960
70.63,"","","",194.0573,6.9829,73.3605,43.5304,37.0010,12.9540
70.67,"","","",194.0510,6.8016,73.2740,43.5304,37.0020,12.9190
70.70,"","","",194.0328,6.6202,73.1752,43.6244,37.0020,12.8830
70.73,"","","",194.0537,6.4388,73.1085,43.5304,37.0010,12.8630
70.77,"","","",194.0555,6.2574,73.0098,43.5304,36.9980,12.9280
70.80,"","","",194.0210,6.2574,72.9167,43.5304,36.9980,12.9430
70.83,"","","",193.9820,6.2574,72.8236,43.5304,36.9980,12.9810
70.87,"","","",193.9621,6.2574,72.7409,43.5304,36.9990,12.9890
70.90,"","","",193.9403,6.2574,72.6497,43.5304,37.0000,13.0070
70.93,"","","",193.9176,6.4388,72.5848,43.4364,37.0010,12.9700
70.97,"","","",193.8886,6.5295,72.4899,43.4364,37.0000,12.9810
71.00,"","","",193.9276,6.4388,72.3855,43.5304,37.0000,12.9580
71.03,"","","",193.9086,6.5295,72.2915,43.5304,37.0010,12.9280
71.07,"","","",193.8632,6.6202,72.2125,43.5304,37.0000,12.9140
71.10,"","","",193.8505,6.7109,72.1504,43.4364,36.9980,12.9700
71.13,"","","",193.8705,6.7109,72.0724,43.4364,36.9980,13.0110
71.17,"","","",193.8850,6.7109,71.9803,43.3424,36.9990,13.0290
71.20,"","","",193.8460,6.6202,71.8928,43.3424,37.0000,13.0170
71.23,"","","",193.8106,6.6202,71.8120,43.3424,36.9990,13.0690
71.27,"","","",193.8016,6.6202,71.7481,43.2483,36.9980,13.0810
71.30,"","","",193.7871,6.5295,71.6512,43.1543,37.0000,13.0880
71.33,"","","",193.7852,6.4388,71.5563,43.1543,37.0010,13.0450
71.37,"","","",193.7762,6.3481,71.4839,43.1543,37.0000,13.0700
71.40,"","","",193.7399,6.2574,71.3927,43.1543,36.9990,13.0860
71.43,"","","",193.7281,6.2574,71.2930,43.1543,37.0000,13.0960
71.47,"","","",193.7372,6.3481,71.2215,43.0603,37.0010,13.0570
71.50,"","","",193.7363,6.3481,71.1266,42.9663,37.0030,13.0040
71.53,"","","",193.7100,6.4388,71.0617,42.9663,37.0020,12.9910
71.57,"","","",193.6927,6.3481,70.9780,42.8723,37.0000,13.0080
71.60,"","","",193.6392,6.4388,70.8746,42.8723,37.0000,13.0210
71.63,"","","",193.6265,6.5295,70.7750,42.8723,37.0000,13.0290
71.67,"","","",193.6447,6.6202,70.6725,42.9663,37.0000,13.0500
71.70,"","","",193.6537,6.6202,70.5907,42.9663,37.0000,13.0210
71.73,"","","",193.6438,6.5295,70.5183,42.9663,37.0010,12.9840
71.77,"","","",193.6202,6.5295,70.4468,42.9663,37.0010,12.9630
71.80,"","","",193.5730,6.5295,70.3632,42.8723,36.9990,13.0080
71.83,"","","",193.5377,6.6202,70.2926,42.7782,36.9990,13.0170
71.87,"","","",193.5077,6.8016,70.2240,42.6842,37.0010,12.9830
71.90,"","","",193.4969,6.9829,70.1291,42.5902,37.0000,13.0070
71.93,"","","",193.4932,7.0736,70.0463,42.4962,36.9990,13.0620
71.97,"","","",193.4842,7.1643,69.9523,42.4962,37.0000,13.0520
72.00,"","","",193.4660,7.2550,69.8790,42.4022,37.0000,13.0720
72.03,"","","",193.4579,7.2550,69.7821,42.4022,37.0000,13.0930
72.07,"","","",193.4533,7.2550,69.6825,42.3082,37.0010,13.0560
72.10,"","","",193.4261,7.2550,69.5988,42.3082,37.0000,13.0420
72.13,"","","",193.4080,7.2550,69.5320,42.3082,37.0010,13.0140
72.17,"","","",193.4207,7.2550,69.4493,42.3082,37.0010,12.9900
72.20,"","","",193.4180,7.1643,69.3590,42.2141,37.0010,12.9600
72.23,"","","",193.3980,7.2550,69.2923,42.2141,37.0010,12.9240
72.27,"","","",193.4080,7.1643,69.2020,42.2141,37.0000,12.9160
72.30,"","","",193.4025,7.2550,69.1024,42.2141,36.9980,12.9840
72.33,"","","",193.3717,7.1643,69.0215,42.2141,36.9970,13.0310
72.37,"","","",193.3382,7.1643,68.9567,42.2141,36.9980,13.0330
72.40,"","","",193.2964,7.2550,68.8617,42.2141,36.9980,13.0750
72.43,"","","",193.2783,7.3457,68.7771,42.2141,36.9980,13.0800
72.47,"","","",193.2964,7.3457,68.6878,42.2141,36.9990,13.1020
